,Country,Anomaly,Unc.
0,Afghanistan,,
1,Albania,-0.709,1.16
2,Algeria,,
3,Andorra,-0.544,1.764
4,Angola,,
5,Anguilla,,
6,Antarctica,,
7,Antigua and Barb,,
8,Argentina,,
9,Armenia,,
10,Aruba,,
11,Australia,,
12,Austria,-0.584,1.368
13,Azerbaijan,,
14,Bahamas,,
15,Bahrain,,
16,Bangladesh,,
17,Barbados,,
18,Belarus,-0.882,1.58
19,Belgium,-0.587,1.961
20,Belize,,
21,Benin,,
22,Bhutan,,
23,Bolivia,,
24,Bosnia and Herz,-0.633,1.232
25,Botswana,,
26,Brazil,,
27,British Virgin Is,,
28,Bulgaria,-0.726,1.219
29,Burkina Faso,,
30,Burma,,
31,Burundi,,
32,Cambodia,,
33,Cameroon,,
34,Canada,,
35,Cayman Is,,
36,Central African Rep,,
37,Chad,,
38,Chile,,
39,China,,
40,Colombia,,
41,Comoros,,
42,Congo,,
43,Costa Rica,,
44,Croatia,-0.599,1.255
45,Cuba,,
46,Curaçao,,
47,Cyprus,,
48,Czechia,-1.1,1.346
49,Côte d'Ivoire,,
50,Dem. Rep. Congo,,
51,Denmark,-1.0,1.83
52,Djibouti,,
53,Dominica,,
54,Dominican Rep,,
55,Ecuador,,
56,Egypt,,
57,El Salvador,,
58,Eq. Guinea,,
59,Eritrea,,
60,Estonia,-1.026,1.863
61,Ethiopia,,
62,Faeroe Is,-1.025,0.885
63,Falkland Is,,
64,Fiji,,
65,Finland,-1.021,1.932
66,Fr. Polynesia,,
67,Fr. S. Antarctic Lands,,
68,France,-0.484,1.976
69,French Guiana,,
70,Gabon,,
71,Gambia,,
72,Gaza Strip,,
73,Georgia,,
74,Germany,-0.693,1.672
75,Ghana,,
76,Greece,,
77,Greenland,,
78,Guadeloupe,,
79,Guam,,
80,Guatemala,,
81,Guernsey,-0.699,1.283
82,Guinea,,
83,Guinea-Bissau,,
84,Guyana,,
85,Haiti,,
86,Heard I. and McDonald Is,,
87,Honduras,,
88,Hong Kong,,
89,Hungary,-0.711,1.312
90,Iceland,,
91,India,,
92,Indonesia,,
93,Iran,,
94,Iraq,,
95,Ireland,-0.737,1.6
96,Isle of Man,-0.787,0.987
97,Israel,,
98,Italy,-0.658,1.312
99,Jamaica,,
100,Japan,,
101,Jersey,-0.699,1.283
102,Jordan,,
103,Kazakhstan,,
104,Kenya,,
105,Kuwait,,
106,Kyrgyzstan,,
107,Laos,,
108,Latvia,-0.969,1.744
109,Lebanon,,
110,Lesotho,,
111,Liberia,,
112,Libya,,
113,Liechtenstein,-0.502,1.547
114,Lithuania,-0.94,1.646
115,Luxembourg,-0.531,1.974
116,Macao,,
117,Macedonia,-0.72,1.191
118,Madagascar,,
119,Malawi,,
120,Malaysia,,
121,Mali,,
122,Malta,,
123,Martinique,,
124,Mauritania,,
125,Mauritius,,
126,Mayotte,,
127,Mexico,,
128,Moldova,-0.831,1.408
129,Mongolia,,
130,Montenegro,-0.663,1.197
131,Montserrat,,
132,Morocco,,
133,Mozambique,,
134,Namibia,,
135,Nepal,,
136,Netherlands,-0.732,1.929
137,New Caledonia,,
138,New Zealand,,
139,Nicaragua,,
140,Niger,,
141,Nigeria,,
142,Niue,,
143,North Korea,,
144,Norway,-0.913,1.757
145,Oman,,
146,Pakistan,,
147,Palau,,
148,Palestine,,
149,Panama,,
150,Papua New Guinea,,
151,Paraguay,,
152,Peru,,
153,Philippines,,
154,Poland,-0.858,1.51
155,Portugal,,
156,Puerto Rico,,
157,Qatar,,
158,Reunion,,
159,Romania,-0.769,1.304
160,Russia,,
161,Rwanda,,
162,S. Geo. and the Is,,
163,Saint Lucia,,
164,Samoa,,
165,San Marino,-0.592,1.278
166,Saudi Arabia,,
167,Senegal,,
168,Serbia,-1.19,1.335
169,Seychelles,,
170,Sierra Leone,,
171,Singapore,,
172,Slovakia,-0.783,1.353
173,Slovenia,-0.544,1.263
174,Solomon Is,,
175,Somalia,,
176,South Africa,,
177,South Korea,,
178,Spain,,
179,Sri Lanka,,
180,St. Pierre and Miquelon,,
181,St. Vin. and Gren,,
182,Sudan,,
183,Suriname,,
184,Svalbard and Jan Mayen,,
185,Swaziland,,
186,Sweden,-1.005,1.849
187,Switzerland,-0.524,1.823
188,Syria,,
189,São Tomé and Principe,,
190,Taiwan,,
191,Tajikistan,,
192,Tanzania,,
193,Thailand,,
194,Timor-Leste,,
195,Togo,,
196,Tonga,,
197,Trinidad and Tobago,,
198,Tunisia,,
199,Turkey,,
200,Turkmenistan,,
201,Turks and Caicos Is,,
202,U.S. Virgin Is,,
203,Uganda,,
204,Ukraine,-0.866,1.467
205,United Arab Emirates,,
206,United Kingdom,-0.761,1.747
207,United States,,
208,Uruguay,,
209,Uzbekistan,,
210,Venezuela,,
211,Vietnam,,
212,W. Sahara,,
213,Yemen,,
214,Zambia,,
215,Zimbabwe,,
216,Åland,-0.943,1.178
